state,saledate,productcategoryname,dollarcount,dollarweight,dollartotal
MA,6/5/19,Concentrate (Each),333306.31,360,333666.31
MA,6/1/21,Kief,0,4587.26,4587.26
MA,1/8/20,Raw Pre-Rolls,0,129591.91,129591.91
MA,1/15/19,Kief,0,300,300
MA,6/15/20,Concentrate,0,19194.47,19194.47
MA,6/30/20,Infused (non-edible),12616.14,0,12616.14
MA,8/28/19,Concentrate (Each),411063.86,0,411063.86
MA,11/30/20,Infused Pre-Rolls,0,4475,4475
MA,11/10/19,Kief,0,1638.24,1638.24
MA,9/14/20,Infused (edible),249687.63,0,249687.63
MA,3/22/19,Shake/Trim (by strain),0,6992.47,6992.47
MA,12/11/20,Kief,0,4700.01,4700.01
MA,3/21/21,Infused (edible),492962.1,0,492962.1
MA,2/3/19,Shake/Trim (by strain),0,3862.18,3862.18
MA,4/2/19,Concentrate (Each),278465.55,0,278465.55
MA,1/7/19,Concentrate,3692.02,3543.6,7235.62
MA,3/5/21,Suppository,60,0,60
MA,5/13/19,Concentrate (Each),299200.42,120,299320.42
MA,3/8/19,Infused (non-edible),7129.37,0,7129.37
MA,4/2/19,Shake/Trim,0,595.56,595.56
MA,2/1/20,Concentrate (Each),224242.51,0,224242.51
MA,3/16/19,Shake/Trim (by strain),0,9078.72,9078.72
MA,8/17/19,Raw Pre-Rolls,0,84101.59,84101.59
MA,6/22/20,Shake/Trim (by strain),0,7278.92,7278.92
MA,12/2/20,Infused Pre-Rolls,0,6214.36,6214.36
MA,6/13/19,Buds,0,628461.99,628461.99
MA,1/29/21,Shake/Trim,0,880.85,880.85
MA,9/13/20,Concentrate (Each),165543.78,0,165543.78
MA,10/15/20,Raw Pre-Rolls,0,277046.78,277046.78
MA,2/19/21,Kief,0,3427.5,3427.5
MA,2/24/20,Raw Pre-Rolls,0,142892.22,142892.22
MA,3/14/20,Raw Pre-Rolls,0,253916.06,253916.06
MA,5/21/19,Shake/Trim,0,841.19,841.19
MA,7/5/19,Suppository,16,0,16
MA,8/4/20,Buds,0,1008234.95,1008234.95
MA,3/21/19,Shake/Trim (by strain),0,7414.96,7414.96
MA,8/4/19,Buds,0,654078.74,654078.74
MA,3/7/20,Concentrate,0,20412,20412
MA,8/30/19,Infused (edible),300096.08,0,300096.08
MA,3/9/20,Infused Pre-Rolls,0,64,64
MA,11/21/20,Infused Pre-Rolls,0,10685.71,10685.71
MA,5/23/21,Shake/Trim (by strain),0,22827.56,22827.56
MA,11/24/18,Kief,0,2776.21,2776.21
MA,9/25/19,Concentrate,0,9783.28,9783.28
MA,7/12/19,Concentrate (Each),575246.38,0,575246.38
MA,12/26/20,Buds,0,1574179.17,1574179.17
MA,7/23/20,Shake/Trim (by strain),0,7698.99,7698.99
MA,5/22/19,Infused (edible),158542.86,0,158542.86
MA,8/12/19,Raw Pre-Rolls,0,41156.72,41156.72
MA,6/6/19,Infused (non-edible),62656,0,62656
MA,6/10/20,Kief,0,4212.08,4212.08
MA,7/27/19,Shake/Trim (by strain),0,5191.35,5191.35
MA,10/28/20,Concentrate,0,31539.58,31539.58
MA,2/5/21,Infused Pre-Rolls,0,15599.77,15599.77
MA,5/26/19,Buds,140,600098.29,600238.29
MA,12/18/18,Buds,10767.04,160745.08,171512.12
MA,3/8/19,Concentrate,26329.98,6683.2,33013.18
MA,12/7/18,Infused (edible),60207.31,0,60207.31
MA,5/1/21,Vape Product,824527.07,0,824527.07
MA,3/1/21,Kief,0,2555.99,2555.99
MA,12/12/18,Concentrate (Each),107265.76,0,107265.76
MA,2/12/20,Kief,0,885,885
MA,1/31/21,Shake/Trim (by strain),0,15455.83,15455.83
MA,12/10/20,Kief,0,3477.01,3477.01
MA,1/29/20,Raw Pre-Rolls,0,160994.86,160994.86
MA,6/13/20,Vape Product,358045.29,0,358045.29
MA,8/23/20,Kief,0,6757.84,6757.84
MA,4/22/21,Infused (non-edible),11040.65,0,11040.65
MA,4/25/21,Infused Pre-Rolls,0,14060.63,14060.63
MA,2/8/21,Vape Product,444681.43,0,444681.43
MA,2/8/21,Concentrate (Each),146337.53,0,146337.53
MA,6/21/20,Vape Product,255222.63,0,255222.63
MA,4/29/21,Shake/Trim,0,1067.34,1067.34
MA,11/16/20,Infused (edible),253793.19,0,253793.19
MA,4/12/21,Kief,0,2604.95,2604.95
MA,8/4/19,Raw Pre-Rolls,0,58593.02,58593.02
MA,6/29/19,Shake/Trim (by strain),0,4175.45,4175.45
MA,12/22/19,Concentrate (Each),176868.76,0,176868.76
MA,3/28/21,Infused (edible),482792.56,0,482792.56
MA,4/20/21,Infused Beverage,34991.43,0,34991.43
MA,9/20/20,Raw Pre-Rolls,0,257582.63,257582.63
MA,9/8/20,Buds,0,1116182.66,1116182.66
MA,5/8/19,Concentrate,0,3939.93,3939.93
MA,10/8/20,Concentrate,0,26678.54,26678.54
MA,9/14/19,Kief,0,2804.1,2804.1
MA,12/1/20,Vape Product,408333.24,0,408333.24
MA,2/18/21,Vape Product,481444.22,0,481444.22
MA,8/21/19,Concentrate (Each),437863.62,0,437863.62
MA,8/16/19,Concentrate (Each),598328.54,0,598328.54
MA,11/2/20,Shake/Trim,0,370.5,370.5
MA,6/28/19,Concentrate,0,5667.98,5667.98
MA,6/14/19,Infused (edible),254687.73,0,254687.73
MA,9/24/20,Infused (edible),338655.6,0,338655.6
MA,4/3/21,Infused (edible),768821.44,0,768821.44
MA,12/9/18,Buds,17597.62,139666.11,157263.73
MA,6/5/19,Concentrate,0,6363.04,6363.04
MA,2/5/19,Concentrate,1100,1958.4,3058.4
MA,7/2/20,Raw Pre-Rolls,0,261106.46,261106.46
MA,11/12/20,Raw Pre-Rolls,0,286823.93,286823.93
MA,9/19/20,Infused (edible),525788.26,0,525788.26
MA,8/8/20,Raw Pre-Rolls,0,306040.09,306040.09
MA,6/21/20,Concentrate (Each),101338.79,0,101338.79
MA,3/4/20,Concentrate (Each),155684.64,0,155684.64
MA,5/2/21,Vape Product,615100,0,615100
MA,9/13/19,Concentrate,0,14788.32,14788.32
MA,10/13/20,Concentrate,0,29881.8,29881.8
MA,10/20/20,Infused Pre-Rolls,0,15534.28,15534.28
MA,12/22/20,Infused (non-edible),16395.39,0,16395.39
MA,7/25/20,Infused Pre-Rolls,0,8424.55,8424.55
MA,5/6/19,Shake/Trim,0,823.18,823.18
MA,3/12/21,Infused Pre-Rolls,0,14430.92,14430.92
MA,9/20/20,Infused (edible),351807.47,0,351807.47
MA,7/18/19,Infused (non-edible),86751.96,0,86751.96
MA,1/23/19,Concentrate (Each),170552.41,0,170552.41
MA,2/6/21,Concentrate (Each),250513.59,0,250513.59
MA,8/12/20,Concentrate (Each),153568.76,0,153568.76
MA,9/4/20,Shake/Trim (by strain),0,6750.1,6750.1
MA,3/4/21,Shake/Trim,0,1329.17,1329.17
MA,10/7/20,Shake/Trim (by strain),0,8837.11,8837.11
MA,9/26/19,Buds,0,762319.93,762319.93
MA,1/1/20,Infused Pre-Rolls,0,10714.68,10714.68
MA,11/17/20,Buds,0,982475.4,982475.4
MA,11/11/20,Buds,0,1071453.41,1071453.41
MA,5/3/21,Concentrate (Bulk),0,644.64,644.64
MA,12/18/20,Buds,0,1493254.68,1493254.68
MA,1/26/20,Infused (edible),301774.31,0,301774.31
MA,1/30/21,Concentrate (Each),248627.54,0,248627.54
MA,6/16/20,Raw Pre-Rolls,0,155813.7,155813.7
MA,5/3/21,Concentrate (Each),199868.87,0,199868.87
MA,11/20/19,Concentrate (Each),140102.23,0,140102.23
MA,6/22/19,Concentrate,0,5230.4,5230.4
MA,5/11/19,Raw Pre-Rolls,0,20934.2,20934.2
MA,12/5/20,Infused (non-edible),10448.88,0,10448.88
MA,11/23/19,Concentrate (Each),215347.77,0,215347.77
MA,8/8/20,Vape Product,536530.89,0,536530.89
MA,3/12/19,Concentrate (Each),164824.23,0,164824.23
MA,3/27/21,Shake/Trim,0,1378.42,1378.42
MA,12/19/19,Infused (non-edible),16911.99,0,16911.99
MA,5/20/21,Concentrate,0,11459.1,11459.1
MA,3/6/20,Concentrate,0,20110.16,20110.16
MA,3/5/20,Kief,0,1405,1405
MA,12/23/20,Raw Pre-Rolls,0,487649.24,487649.24
MA,1/2/21,Kief,0,4939.62,4939.62
MA,12/3/19,Infused (non-edible),5717.73,0,5717.73
MA,5/14/19,Raw Pre-Rolls,0,22331.44,22331.44
MA,12/30/19,Vape Product,144390.26,0,144390.26
MA,3/21/19,Infused (non-edible),5331.37,0,5331.37
MA,4/28/21,Kief,0,3771.8,3771.8
MA,10/3/20,Raw Pre-Rolls,0,324716.57,324716.57
MA,9/23/20,Infused (edible),286160.28,0,286160.28
MA,1/1/21,Shake/Trim (by strain),0,5335.22,5335.22
MA,12/16/18,Concentrate (Each),115441.01,0,115441.01
MA,1/14/21,Concentrate (Each),174422.93,0,174422.93
MA,4/19/21,Infused (non-edible),11221.1,0,11221.1
MA,8/2/19,Infused (non-edible),111534.1,0,111534.1
MA,5/22/21,Infused (edible),665285.43,0,665285.43
MA,8/2/20,Infused Pre-Rolls,0,9151.6,9151.6
MA,9/14/20,Buds,0,1055720.85,1055720.85
MA,12/27/20,Raw Pre-Rolls,0,302847.33,302847.33
MA,5/25/19,Shake/Trim (by strain),0,7106.29,7106.29
MA,12/4/18,Infused (edible),60694.58,0,60694.58
MA,6/1/21,Infused Beverage,24184.01,0,24184.01
MA,5/27/20,Shake/Trim (by strain),0,8261.05,8261.05
MA,2/18/21,Infused (non-edible),12739.83,0,12739.83
MA,10/28/20,Buds,0,1106698.78,1106698.78
MA,8/10/20,Concentrate (Each),159713.82,0,159713.82
MA,1/7/20,Infused Pre-Rolls,0,12025.29,12025.29
MA,4/10/21,Infused Beverage,43791.13,0,43791.13
MA,10/1/19,Infused (non-edible),7913.37,0,7913.37
MA,3/24/21,Infused (non-edible),9107.83,0,9107.83
MA,3/19/21,Concentrate,0,37986.57,37986.57
MA,5/30/21,Vape Product,730305.69,0,730305.69
MA,7/3/20,Concentrate,0,32383.19,32383.19
MA,5/31/21,Concentrate,0,11198.94,11198.94
MA,5/20/21,Shake/Trim,0,1823.25,1823.25
MA,9/6/19,Infused (non-edible),90623.13,0,90623.13
MA,3/22/21,Shake/Trim,0,987.51,987.51
MA,7/9/20,Infused Pre-Rolls,0,6640.63,6640.63
MA,2/3/21,Shake/Trim (by strain),0,13495.35,13495.35
MA,4/30/21,Buds,0,1953416.29,1953416.29
MA,5/11/19,Shake/Trim,0,609.78,609.78
MA,9/12/20,Vape Product,585552.49,0,585552.49
MA,5/8/19,Concentrate (Each),310370,921,311291
MA,12/31/19,Infused (edible),306005.12,0,306005.12
MA,4/28/19,Buds,1164.3,458450.42,459614.72
MA,4/9/19,Concentrate,0,7601.69,7601.69
MA,1/21/21,Concentrate,0,38063.54,38063.54
MA,11/4/19,Concentrate,0,19810.1,19810.1
MA,4/6/21,Infused Beverage,17669.58,0,17669.58
MA,6/23/20,Buds,0,894878.7,894878.7
MA,2/27/20,Concentrate (Each),176853.78,0,176853.78
MA,12/28/20,Infused (non-edible),10568.84,0,10568.84
MA,8/18/20,Infused (edible),301982.62,0,301982.62
MA,2/23/21,Vape Product,499468.02,0,499468.02
MA,12/11/19,Shake/Trim (by strain),0,8634.31,8634.31
MA,8/21/19,Infused (non-edible),82294.46,0,82294.46
MA,3/2/19,Shake/Trim (by strain),0,6103.03,6103.03
MA,10/19/20,Vape Product,393061.01,0,393061.01
MA,6/16/19,Shake/Trim (by strain),0,5627.5,5627.5
MA,3/12/21,Concentrate,0,46574.9,46574.9
MA,1/13/21,Shake/Trim,0,1320,1320
MA,3/8/20,Kief,0,907.5,907.5
MA,4/13/19,Shake/Trim,0,2219.58,2219.58
MA,11/21/19,Concentrate (Each),151381.93,0,151381.93
MA,9/5/20,Shake/Trim,0,2120,2120
MA,2/5/21,Buds,0,1573638.01,1573638.01
MA,1/27/20,Shake/Trim (by strain),0,8801.25,8801.25
MA,7/30/20,Infused (non-edible),12560.12,0,12560.12
MA,4/9/21,Concentrate (Each),287893.89,0,287893.89
MA,1/27/21,Shake/Trim,0,450,450
MA,1/24/21,Raw Pre-Rolls,0,272900.44,272900.44
MA,6/28/20,Buds,0,923922.06,923922.06
MA,3/20/19,Concentrate,150,3224.16,3374.16
MA,7/6/20,Infused Pre-Rolls,0,6951.17,6951.17
MA,6/3/19,Infused (non-edible),60012.76,0,60012.76
MA,7/27/20,Infused (edible),274168.28,0,274168.28
MA,8/17/20,Concentrate,0,23808.79,23808.79
MA,10/18/20,Infused (edible),397702.32,0,397702.32
MA,3/12/19,Buds,15543.58,302210.06,317753.64
MA,12/14/19,Infused (non-edible),16811.97,0,16811.97
MA,7/26/19,Raw Pre-Rolls,0,68885.73,68885.73
MA,8/13/20,Concentrate (Each),179102.46,0,179102.46
MA,6/3/21,Infused (non-edible),14785.44,0,14785.44
MA,4/23/19,Infused (non-edible),21449.29,0,21449.29
MA,10/25/20,Infused (edible),409760.76,0,409760.76
MA,1/15/21,Raw Pre-Rolls,0,420109.24,420109.24
MA,8/4/19,Concentrate,0,1332.9,1332.9
MA,2/15/21,Shake/Trim,0,434.17,434.17
MA,4/22/19,Shake/Trim,0,1056.08,1056.08
MA,9/16/20,Concentrate (Each),154368.99,0,154368.99
MA,10/10/20,Shake/Trim (by strain),0,10066,10066
MA,12/13/20,Shake/Trim (by strain),0,5986.5,5986.5
MA,10/13/19,Buds,0,813848.08,813848.08
MA,6/9/19,Shake/Trim (by strain),0,3158.1,3158.1
MA,3/16/21,Buds,0,1323194.54,1323194.54
MA,4/25/19,Shake/Trim (by strain),0,2156.59,2156.59
MA,7/15/20,Infused (edible),311305.11,0,311305.11
MA,6/1/20,Raw Pre-Rolls,0,105517.01,105517.01
MA,4/8/19,Buds,6965.22,380983.95,387949.17
MA,11/4/19,Shake/Trim (by strain),0,9023.25,9023.25
MA,9/5/20,Concentrate (Each),225616,0,225616
MA,5/6/21,Shake/Trim (by strain),0,29563.27,29563.27
MA,9/28/20,Concentrate (Each),149391.57,0,149391.57
MA,10/26/20,Infused (edible),276707.89,0,276707.89
MA,4/29/21,Concentrate (Each),235922.31,0,235922.31
MA,4/6/19,Infused (non-edible),28836.08,0,28836.08
MA,10/21/19,Concentrate,0,10686.5,10686.5
MA,6/22/19,Infused (non-edible),97100.76,0,97100.76
MA,7/10/19,Buds,0,614142,614142
MA,5/26/19,Infused (non-edible),61871,0,61871
MA,2/27/20,Vape Product,301097.32,0,301097.32
MA,6/2/21,Shake/Trim,0,364.51,364.51
MA,1/18/20,Vape Product,296288.12,0,296288.12
MA,11/27/19,Raw Pre-Rolls,0,211449.19,211449.19
MA,12/6/19,Buds,0,1039022.33,1039022.33
MA,9/15/20,Raw Pre-Rolls,0,264230.23,264230.23
MA,12/1/18,Concentrate (Each),144840.97,0,144840.97
MA,5/25/19,Raw Pre-Rolls,0,30336.49,30336.49
MA,9/24/19,Buds,0,593107.64,593107.64
MA,1/16/20,Buds,0,785815.87,785815.87
MA,8/1/19,Kief,0,752.83,752.83
MA,2/8/21,Shake/Trim,0,432.51,432.51
MA,2/2/20,Infused (non-edible),16160.1,0,16160.1
MA,4/22/21,Shake/Trim,0,1294.68,1294.68
MA,2/5/20,Shake/Trim (by strain),0,6923.17,6923.17
MA,12/14/19,Kief,0,5483.42,5483.42
MA,4/25/21,Concentrate (Bulk),0,1403.7,1403.7
MA,9/20/19,Infused (non-edible),57974.47,0,57974.47
MA,4/6/21,Concentrate,0,13746.83,13746.83
MA,7/15/19,Infused (non-edible),77848.77,0,77848.77
MA,4/22/21,Shake/Trim (by strain),0,31547.45,31547.45
MA,5/28/19,Raw Pre-Rolls,0,14638.02,14638.02
MA,2/8/20,Buds,0,1090832.81,1090832.81
MA,7/10/20,Infused Pre-Rolls,0,8702.78,8702.78
MA,3/11/20,Infused (edible),269120.97,0,269120.97
MA,4/21/21,Concentrate (Bulk),0,682.85,682.85
MA,6/12/20,Shake/Trim,0,160,160
MA,3/24/21,Infused (edible),367580.41,0,367580.41
MA,9/27/20,Concentrate (Each),163351.28,0,163351.28
MA,3/28/19,Infused Pre-Rolls,0,180,180
MA,9/10/20,Infused (non-edible),11904.09,0,11904.09
MA,8/9/19,Infused (edible),255983.35,0,255983.35
MA,7/21/20,Buds,0,1098337.5,1098337.5
MA,10/20/20,Infused (non-edible),7570.5,0,7570.5
MA,5/20/21,Vape Product,659766.72,0,659766.72
MA,11/9/20,Concentrate,0,31628.16,31628.16
MA,3/17/21,Infused (non-edible),10471.87,0,10471.87
MA,1/10/21,Buds,0,1219694.88,1219694.88
MA,7/23/19,Concentrate,0,1809.69,1809.69
MA,3/15/20,Infused Pre-Rolls,0,30265.8,30265.8
MA,11/3/20,Kief,0,4805.29,4805.29
MA,1/14/21,Infused (non-edible),10648.99,0,10648.99
MA,1/8/21,Kief,0,6212.31,6212.31
MA,10/5/19,Shake/Trim (by strain),0,7130.3,7130.3
MA,2/2/20,Concentrate (Each),140108.62,0,140108.62
MA,3/2/20,Infused (non-edible),9340.07,0,9340.07
MA,3/1/20,Concentrate,0,15967.69,15967.69
MA,1/22/20,Shake/Trim (by strain),0,8474.6,8474.6
MA,8/30/20,Kief,0,4075.25,4075.25
MA,9/27/19,Infused Pre-Rolls,0,3807.16,3807.16
MA,3/21/20,Raw Pre-Rolls,0,202517.22,202517.22
MA,11/8/19,Concentrate,0,29770.5,29770.5
MA,10/11/20,Shake/Trim,0,900,900
MA,9/6/20,Shake/Trim (by strain),0,6105,6105
MA,12/12/20,Infused (non-edible),17059.08,0,17059.08
MA,10/20/20,Buds,0,1017516.68,1017516.68
MA,7/11/20,Kief,0,4303.48,4303.48
MA,11/29/18,Infused (edible),55858.47,0,55858.47
MA,1/4/20,Buds,0,1024957.66,1024957.66
MA,1/24/21,Shake/Trim,0,224.17,224.17
MA,5/27/21,Raw Pre-Rolls,0,478722.41,478722.41
MA,12/30/19,Concentrate (Each),149192.03,0,149192.03
MA,8/1/19,Suppository,16,0,16
MA,11/18/19,Kief,0,2010.68,2010.68
MA,6/24/20,Shake/Trim,0,40,40
MA,10/7/20,Infused (non-edible),8659.76,0,8659.76
MA,6/21/20,Concentrate,0,14071.54,14071.54
MA,3/9/20,Concentrate,0,13824,13824
MA,12/26/18,Concentrate,580,6257.71,6837.71
MA,1/5/19,Infused (non-edible),17996.29,0,17996.29
MA,7/3/19,Raw Pre-Rolls,0,53213.86,53213.86
MA,3/4/20,Kief,0,1280,1280
MA,3/3/19,Concentrate,4107.4,5510.86,9618.26
MA,7/17/19,Raw Pre-Rolls,0,43697.62,43697.62
MA,10/28/20,Infused (edible),306717.85,0,306717.85
MA,10/10/20,Infused (non-edible),17305.06,0,17305.06
MA,11/5/20,Infused (non-edible),8052.86,0,8052.86
MA,10/5/20,Concentrate,0,23009.91,23009.91
MA,4/20/21,Concentrate (Each),284013.53,0,284013.53
MA,2/24/20,Vape Product,249357.95,0,249357.95
MA,4/2/21,Kief,0,5767.98,5767.98
MA,5/18/21,Raw Pre-Rolls,0,398301.35,398301.35
MA,11/16/19,Kief,0,2764.29,2764.29
MA,3/28/19,Infused (edible),150066.64,0,150066.64
MA,2/19/19,Concentrate (Each),181031.72,0,181031.72
MA,9/25/20,Shake/Trim (by strain),0,7290,7290
MA,1/22/20,Shake/Trim,0,70,70
MA,7/16/19,Concentrate,0,2634.98,2634.98
MA,12/10/19,Concentrate,0,11953,11953
MA,5/26/20,Buds,0,977884.99,977884.99
MA,11/18/19,Infused (non-edible),7734.06,0,7734.06
MA,8/28/19,Infused (non-edible),92951.89,0,92951.89
MA,2/26/20,Vape Product,275932.28,0,275932.28
MA,1/22/20,Infused Pre-Rolls,0,6036.85,6036.85
MA,10/18/20,Infused (non-edible),11350.28,0,11350.28
MA,4/5/19,Concentrate,0,12722.52,12722.52
MA,1/31/19,Concentrate (Each),179920.25,0,179920.25
MA,8/11/20,Buds,0,1128776.3,1128776.3
MA,3/17/20,Concentrate,0,23473.25,23473.25
MA,7/23/19,Concentrate (Each),402055.6,0,402055.6
MA,12/15/20,Kief,0,3014.77,3014.77
MA,1/24/20,Buds,0,1041057.28,1041057.28
MA,7/24/19,Infused (edible),160894.98,0,160894.98
MA,4/1/19,Raw Pre-Rolls,0,9423.96,9423.96
MA,5/29/21,Buds,0,2031848.45,2031848.45
MA,9/22/19,Concentrate (Each),419085.22,0,419085.22
MA,12/21/20,Shake/Trim (by strain),0,6587.44,6587.44
MA,6/26/19,Buds,0,605562.72,605562.72
MA,4/16/21,Raw Pre-Rolls,0,527986.41,527986.41
MA,12/18/18,Infused (edible),30996.74,0,30996.74
MA,11/26/19,Concentrate (Each),182703.64,0,182703.64
MA,4/6/21,Infused Pre-Rolls,0,11777.35,11777.35
MA,5/10/19,Buds,924.29,692184.18,693108.47
MA,2/7/21,Shake/Trim,0,848.34,848.34
MA,6/3/21,Kief,0,3159.15,3159.15
MA,5/21/21,Infused (non-edible),14596.03,0,14596.03
MA,1/6/21,Vape Product,473335.97,0,473335.97
MA,1/21/21,Infused Pre-Rolls,0,10509,10509
MA,5/27/20,Raw Pre-Rolls,0,118706.7,118706.7
MA,8/8/19,Infused (non-edible),96193.43,0,96193.43
MA,10/8/19,Infused (edible),224077.83,0,224077.83
MA,4/9/21,Kief,0,5151.66,5151.66
MA,10/20/19,Infused (edible),297078.98,0,297078.98
MA,5/17/19,Concentrate,0,6632.15,6632.15
MA,5/20/21,Infused (non-edible),10995.09,0,10995.09
MA,8/21/20,Infused Pre-Rolls,0,13149.03,13149.03
MA,1/10/20,Infused (edible),344114.87,0,344114.87
MA,4/27/19,Shake/Trim (by strain),0,3127.54,3127.54
MA,12/18/20,Vape Product,633053.7,0,633053.7
MA,10/15/20,Concentrate (Each),159947.42,0,159947.42
MA,11/23/19,Infused Pre-Rolls,0,17072.12,17072.12
MA,6/29/20,Concentrate (Each),128826.52,0,128826.52
MA,5/31/20,Raw Pre-Rolls,0,94330.23,94330.23
MA,2/28/20,Vape Product,436340.37,0,436340.37
MA,11/6/19,Raw Pre-Rolls,0,116939.22,116939.22
MA,11/11/20,Infused (non-edible),9794.96,0,9794.96
MA,6/9/20,Raw Pre-Rolls,0,132898.25,132898.25
MA,3/30/19,Shake/Trim,0,734.07,734.07
MA,6/27/20,Infused Pre-Rolls,0,7411.61,7411.61
MA,2/5/21,Concentrate (Each),222116.85,0,222116.85
MA,9/4/19,Buds,0,643466.11,643466.11
MA,8/23/20,Vape Product,435529.57,0,435529.57
MA,6/14/20,Shake/Trim,0,130,130
MA,7/14/20,Buds,0,1071464.69,1071464.69
MA,4/7/21,Infused (non-edible),11192.7,0,11192.7
MA,11/29/18,Concentrate,0,26665.24,26665.24
MA,2/21/20,Buds,0,1109118.87,1109118.87
MA,1/23/19,Infused (non-edible),39219.13,0,39219.13
MA,2/24/21,Infused (edible),375316,0,375316
MA,5/14/21,Concentrate (Bulk),0,85.35,85.35
MA,4/3/21,Concentrate,0,29179.01,29179.01
MA,2/28/20,Concentrate (Each),250567.75,0,250567.75
MA,3/22/21,Kief,0,3265.33,3265.33
MA,6/2/21,Infused (non-edible),11574.46,0,11574.46
MA,9/4/19,Raw Pre-Rolls,0,64633.96,64633.96
MA,3/20/19,Raw Pre-Rolls,0,2234.5,2234.5
MA,7/2/20,Vape Product,491270.87,0,491270.87
MA,3/18/20,Shake/Trim,0,1020,1020
MA,5/24/21,Infused Beverage,23263.67,0,23263.67
MA,10/6/20,Kief,0,3771,3771
MA,1/4/21,Raw Pre-Rolls,0,287659.37,287659.37
MA,1/20/20,Infused (non-edible),19148.42,0,19148.42
MA,3/1/19,Infused (edible),126299.89,0,126299.89
MA,12/29/19,Buds,0,902438.72,902438.72
MA,1/28/21,Raw Pre-Rolls,0,332012.61,332012.61
MA,6/4/19,Buds,4.12,501367.67,501371.79
MA,5/10/21,Raw Pre-Rolls,0,364845.63,364845.63
MA,12/16/19,Raw Pre-Rolls,0,130260.53,130260.53
MA,7/20/20,Concentrate,0,19957.17,19957.17
MA,2/16/19,Buds,27064.05,405135.51,432199.56
MA,4/15/19,Infused Pre-Rolls,0,468,468
MA,7/9/19,Concentrate (Each),422062,0,422062
MA,1/23/21,Shake/Trim (by strain),0,15883,15883
MA,11/4/19,Raw Pre-Rolls,0,93673.18,93673.18
MA,4/7/19,Shake/Trim (by strain),0,3531.6,3531.6
MA,12/17/19,Infused (non-edible),6818.44,0,6818.44
MA,5/13/21,Raw Pre-Rolls,0,437724.44,437724.44
MA,3/27/19,Infused (edible),144429.7,0,144429.7
MA,11/10/20,Infused (non-edible),9493.81,0,9493.81
MA,8/15/19,Concentrate,0,2405.48,2405.48
MA,12/5/19,Infused (edible),250603.31,0,250603.31
MA,8/9/19,Concentrate (Each),598215.62,0,598215.62
MA,10/20/20,Raw Pre-Rolls,0,241698.83,241698.83
MA,2/3/21,Shake/Trim,0,1335.18,1335.18
MA,1/23/20,Shake/Trim,0,70,70
MA,1/12/20,Kief,0,490,490
MA,12/13/18,Buds,22279.13,121902.93,144182.06
MA,12/5/20,Buds,0,1153080.46,1153080.46
MA,11/26/20,Vape Product,5495.3,0,5495.3
MA,10/23/19,Concentrate,0,10736,10736
MA,2/8/20,Infused Pre-Rolls,0,414,414
MA,11/25/19,Concentrate,0,13371,13371
MA,10/28/20,Infused Pre-Rolls,0,10190.83,10190.83
MA,6/1/19,Concentrate,0,6323.28,6323.28
MA,9/17/20,Vape Product,478443.72,0,478443.72
MA,3/29/19,Shake/Trim,0,510.17,510.17
MA,1/30/20,Concentrate (Each),160008.5,0,160008.5
MA,4/14/19,Buds,907.15,438480.73,439387.88
MA,6/20/20,Concentrate (Each),152276.46,0,152276.46
MA,6/6/20,Infused Pre-Rolls,0,8441.2,8441.2
MA,4/21/21,Shake/Trim (by strain),0,23409.67,23409.67
MA,5/27/19,Shake/Trim,0,191.06,191.06
MA,6/6/19,Shake/Trim (by strain),0,3175,3175
MA,4/21/21,Raw Pre-Rolls,0,357601.92,357601.92
MA,5/3/19,Shake/Trim (by strain),0,4872.59,4872.59
MA,5/15/21,Concentrate,0,12972.84,12972.84
MA,7/31/20,Shake/Trim (by strain),0,11821.32,11821.32
MA,3/15/19,Buds,25559.96,421823.72,447383.68
MA,1/10/21,Shake/Trim (by strain),0,10380.2,10380.2
MA,2/14/19,Shake/Trim (by strain),0,10012.18,10012.18
MA,6/29/20,Infused (non-edible),9374.26,0,9374.26
MA,9/22/20,Infused (non-edible),13163.72,0,13163.72
MA,7/3/20,Vape Product,561789.54,0,561789.54
MA,8/7/20,Shake/Trim (by strain),0,9498.5,9498.5
MA,2/3/20,Infused (non-edible),9177.61,0,9177.61
MA,3/7/21,Concentrate (Each),198161.99,0,198161.99
MA,12/7/20,Concentrate,0,27307.01,27307.01
MA,9/25/19,Concentrate (Each),117931.88,0,117931.88
MA,7/24/19,Kief,0,540,540
MA,9/21/19,Infused Pre-Rolls,0,12221.69,12221.69
MA,5/15/19,Buds,574.29,512856.16,513430.45
MA,12/19/18,Buds,7259.07,175493.78,182752.85
MA,10/4/20,Concentrate (Each),157901.37,0,157901.37
MA,3/2/19,Buds,29732.7,353031.21,382763.91
MA,5/8/21,Infused (edible),711598.14,0,711598.14
MA,4/25/19,Concentrate (Each),370149.27,840,370989.27
MA,7/27/19,Concentrate (Each),549377.12,0,549377.12
MA,3/13/20,Shake/Trim (by strain),0,18669,18669
MA,7/2/20,Concentrate (Each),181412.62,0,181412.62
MA,6/1/21,Shake/Trim (by strain),0,25330.9,25330.9
MA,3/16/21,Concentrate (Each),203898.25,0,203898.25
MA,4/10/21,Concentrate (Each),295015.54,0,295015.54
MA,7/12/19,Kief,0,1160,1160
MA,11/24/19,Raw Pre-Rolls,0,116997.95,116997.95
MA,11/3/20,Concentrate,0,37743.74,37743.74
