state,saledate,productcategoryname,dollarcount,dollarweight,dollartotal
MA,12/29/19,Infused (non-edible),15156.84,0,15156.84
MA,7/14/20,Infused (non-edible),9405.49,0,9405.49
MA,9/8/19,Kief,0,2041.78,2041.78
MA,4/14/19,Concentrate,3064.97,2819.66,5884.63
MA,4/19/21,Raw Pre-Rolls,0,438100.26,438100.26
MA,8/31/20,Infused Pre-Rolls,0,8144.14,8144.14
MA,3/12/20,Kief,0,916.01,916.01
MA,5/19/21,Infused Beverage,28208.73,0,28208.73
MA,6/20/20,Vape Product,385700.29,0,385700.29
MA,4/10/19,Infused Pre-Rolls,0,432,432
MA,1/17/19,Infused (non-edible),45175.21,0,45175.21
MA,8/2/19,Concentrate,0,1955.43,1955.43
MA,8/24/20,Buds,0,1085245.21,1085245.21
MA,8/18/20,Kief,0,6011.5,6011.5
MA,12/2/20,Shake/Trim (by strain),0,10793.21,10793.21
MA,3/4/19,Concentrate,11571.33,3872.82,15444.15
MA,3/5/19,Shake/Trim (by strain),0,4098,4098
MA,7/22/19,Kief,0,570,570
MA,6/24/19,Concentrate (Each),348172.43,900,349072.43
MA,10/15/19,Raw Pre-Rolls,0,105805.27,105805.27
MA,8/18/19,Concentrate,0,7787.38,7787.38
MA,11/18/20,Raw Pre-Rolls,0,279547.87,279547.87
MA,11/21/18,Infused (edible),66771.78,0,66771.78
MA,5/10/19,Concentrate,0,9172.38,9172.38
MA,11/27/20,Kief,0,8216.03,8216.03
MA,12/11/19,Buds,0,715769.68,715769.68
MA,4/14/21,Buds,0,1401899.45,1401899.45
MA,11/15/20,Buds,0,1049658.76,1049658.76
MA,10/5/19,Shake/Trim,0,2680,2680
MA,8/30/20,Vape Product,424792.19,0,424792.19
MA,2/12/20,Infused (edible),265304.18,0,265304.18
MA,11/7/20,Kief,0,5599.31,5599.31
MA,3/3/21,Kief,0,3137.25,3137.25
MA,7/22/20,Infused Pre-Rolls,0,5826.68,5826.68
MA,10/31/19,Concentrate (Each),124721.86,0,124721.86
MA,10/18/20,Concentrate,0,33603.58,33603.58
MA,7/19/20,Infused (edible),298771.65,0,298771.65
MA,6/13/20,Kief,0,5816.54,5816.54
MA,12/8/19,Shake/Trim (by strain),0,13472.85,13472.85
MA,11/24/18,Concentrate (Each),204775.21,0,204775.21
MA,11/13/19,Concentrate (Each),132203.55,0,132203.55
MA,1/6/20,Concentrate,0,11408,11408
MA,2/21/20,Infused Pre-Rolls,0,23384.51,23384.51
MA,7/21/20,Vape Product,391857.97,0,391857.97
MA,2/3/20,Shake/Trim (by strain),0,8074.1,8074.1
MA,11/3/20,Shake/Trim (by strain),0,8073.92,8073.92
MA,2/17/19,Infused (edible),83449.07,0,83449.07
MA,5/22/21,Shake/Trim (by strain),0,36386.55,36386.55
MA,6/30/19,Concentrate (Each),460119.64,0,460119.64
MA,6/2/20,Vape Product,254020.99,0,254020.99
MA,6/6/20,Shake/Trim (by strain),0,5983.55,5983.55
MA,4/25/21,Vape Product,636795.14,0,636795.14
MA,5/18/19,Concentrate,0,6226.22,6226.22
MA,12/13/20,Concentrate,0,38355.87,38355.87
MA,12/10/20,Concentrate,0,41962.31,41962.31
MA,5/23/19,Buds,1112.29,584882.09,585994.38
MA,11/6/19,Buds,0,688978.04,688978.04
MA,9/12/19,Concentrate (Each),421767.27,0,421767.27
MA,4/7/21,Vape Product,606434.86,0,606434.86
MA,11/11/19,Kief,0,1335.84,1335.84
MA,5/26/20,Raw Pre-Rolls,0,120102.36,120102.36
MA,2/28/19,Infused (non-edible),1200.11,0,1200.11
MA,6/28/20,Vape Product,347801.35,0,347801.35
MA,1/22/21,Buds,0,1575742.37,1575742.37
MA,4/25/19,Raw Pre-Rolls,1944,15904.44,17848.44
MA,6/22/19,Raw Pre-Rolls,0,43104.92,43104.92
MA,12/20/20,Infused (edible),429166.72,0,429166.72
MA,3/2/21,Raw Pre-Rolls,0,309058.96,309058.96
MA,3/9/20,Raw Pre-Rolls,0,165014.24,165014.24
MA,2/23/21,Raw Pre-Rolls,0,329784.26,329784.26
MA,5/24/21,Infused (non-edible),10595.43,0,10595.43
MA,4/8/21,Infused Pre-Rolls,0,12885.9,12885.9
MA,5/6/19,Raw Pre-Rolls,0,12846.8,12846.8
MA,5/10/19,Shake/Trim (by strain),0,5157.38,5157.38
MA,12/26/20,Kief,0,5506.8,5506.8
MA,1/14/19,Concentrate (Each),153946.61,0,153946.61
MA,4/13/21,Vape Product,575533.17,0,575533.17
MA,5/9/19,Infused (non-edible),34145.58,0,34145.58
MA,10/12/20,Buds,0,1057592.43,1057592.43
MA,3/30/21,Infused Beverage,16434.96,0,16434.96
MA,11/26/20,Raw Pre-Rolls,0,8268.34,8268.34
MA,10/24/20,Vape Product,611826.55,0,611826.55
MA,10/2/19,Raw Pre-Rolls,0,85860.82,85860.82
MA,5/29/21,Kief,0,3996.16,3996.16
MA,3/5/20,Infused (edible),290574.21,0,290574.21
MA,4/9/21,Vape Product,806759.68,0,806759.68
MA,1/27/20,Infused (edible),187347.05,0,187347.05
MA,3/3/20,Vape Product,265200.71,0,265200.71
MA,5/9/21,Infused Pre-Rolls,0,14117.18,14117.18
MA,1/27/20,Raw Pre-Rolls,0,124411,124411
MA,3/24/21,Shake/Trim (by strain),0,26625.51,26625.51
MA,3/25/19,Infused Pre-Rolls,0,486,486
MA,5/31/19,Infused (non-edible),80707.8,0,80707.8
MA,3/17/20,Infused Pre-Rolls,0,14919.69,14919.69
MA,1/20/19,Buds,5472.46,90498.15,95970.61
MA,11/29/18,Concentrate (Each),119011,0,119011
MA,11/20/20,Raw Pre-Rolls,0,389931.14,389931.14
MA,11/1/20,Vape Product,467960.39,0,467960.39
MA,3/14/19,Infused (edible),80515.58,0,80515.58
MA,6/22/20,Kief,0,1310.62,1310.62
MA,6/10/19,Buds,0,500219.18,500219.18
MA,4/2/21,Infused Pre-Rolls,0,18746.1,18746.1
MA,5/17/21,Kief,0,3059.05,3059.05
MA,4/13/19,Shake/Trim (by strain),0,788.4,788.4
MA,4/27/21,Infused Pre-Rolls,0,14392.51,14392.51
MA,4/18/21,Infused (edible),512499.28,0,512499.28
MA,2/17/20,Raw Pre-Rolls,0,162858.1,162858.1
MA,8/28/20,Raw Pre-Rolls,0,318028.81,318028.81
MA,4/17/19,Concentrate (Each),339192.83,1800,340992.83
MA,2/13/19,Concentrate,5929.04,2055.6,7984.64
MA,10/20/20,Shake/Trim (by strain),0,5803.47,5803.47
MA,4/1/21,Vape Product,704714.49,0,704714.49
MA,4/7/21,Shake/Trim,0,30,30
MA,4/19/19,Kief,0,90,90
MA,2/24/20,Infused (edible),210839.29,0,210839.29
MA,4/30/21,Infused Pre-Rolls,0,21823.2,21823.2
MA,5/1/21,Shake/Trim (by strain),0,35364.74,35364.74
MA,3/16/21,Shake/Trim (by strain),0,17095.9,17095.9
MA,9/28/19,Infused (edible),417008.45,0,417008.45
MA,3/21/20,Infused (edible),459390.21,0,459390.21
MA,9/13/20,Infused (edible),325345.03,0,325345.03
MA,2/20/21,Raw Pre-Rolls,0,446169.53,446169.53
MA,2/19/21,Infused (non-edible),14541.75,0,14541.75
MA,8/16/19,Concentrate,0,2646.48,2646.48
MA,6/28/20,Concentrate,0,16491.06,16491.06
MA,11/23/18,Concentrate (Each),219436.31,0,219436.31
MA,7/3/20,Infused (non-edible),13789.53,0,13789.53
MA,12/5/18,Infused (non-edible),2522.76,0,2522.76
MA,6/20/20,Infused (non-edible),12616.67,0,12616.67
MA,12/18/20,Raw Pre-Rolls,0,400667.69,400667.69
MA,4/23/21,Infused (non-edible),15657.76,0,15657.76
MA,2/28/20,Kief,0,1943,1943
MA,8/4/19,Shake/Trim (by strain),0,4612.5,4612.5
MA,10/17/20,Concentrate,0,41351.73,41351.73
MA,7/14/19,Concentrate (Each),432445.47,0,432445.47
MA,11/27/20,Concentrate,0,61361.65,61361.65
MA,4/17/19,Kief,0,1615.5,1615.5
MA,10/16/20,Buds,0,1638144.06,1638144.06
MA,1/1/20,Vape Product,118178.43,0,118178.43
MA,7/22/19,Infused (edible),151066.34,0,151066.34
MA,12/12/19,Concentrate (Each),163706.6,0,163706.6
MA,6/25/19,Infused (edible),172191.09,0,172191.09
MA,11/14/19,Concentrate (Each),151627.01,0,151627.01
MA,11/10/19,Concentrate,0,17739,17739
MA,5/27/21,Kief,0,3672.32,3672.32
MA,5/20/21,Concentrate (Each),210624.4,0,210624.4
MA,10/2/20,Kief,0,3806.5,3806.5
MA,2/25/19,Buds,13853.29,241240.35,255093.64
MA,9/13/20,Shake/Trim (by strain),0,9768,9768
MA,9/21/20,Concentrate (Each),143780.42,0,143780.42
MA,9/26/20,Concentrate,0,38009.59,38009.59
MA,7/15/20,Shake/Trim (by strain),0,5167.5,5167.5
MA,3/18/19,Concentrate,717,4487.21,5204.21
MA,8/7/19,Infused Pre-Rolls,0,640.8,640.8
MA,7/17/20,Concentrate (Each),193389.06,0,193389.06
MA,12/10/18,Concentrate,60.01,17989.1,18049.11
MA,9/28/19,Raw Pre-Rolls,0,138814.48,138814.48
MA,6/3/19,Concentrate,0,6901.13,6901.13
MA,4/12/19,Concentrate,15753,3526.02,19279.02
MA,6/28/20,Shake/Trim (by strain),0,8531.05,8531.05
MA,12/5/19,Concentrate,0,22100,22100
MA,8/31/20,Vape Product,390380.61,0,390380.61
MA,6/27/19,Concentrate (Each),448665.25,600,449265.25
MA,11/16/19,Concentrate,0,21809,21809
MA,6/20/19,Concentrate (Each),459022.64,300,459322.64
MA,10/27/20,Shake/Trim (by strain),0,11794.4,11794.4
MA,8/16/20,Infused (non-edible),14172.5,0,14172.5
MA,7/11/20,Buds,0,1269515.3,1269515.3
MA,12/24/18,Buds,2688.41,125678.49,128366.9
MA,12/26/18,Kief,0,960,960
MA,3/15/19,Infused Pre-Rolls,0,540,540
MA,4/11/19,Infused (non-edible),24997.31,0,24997.31
MA,3/5/19,Infused (edible),68947.63,0,68947.63
MA,9/12/20,Concentrate (Each),220733.92,0,220733.92
MA,5/27/20,Kief,0,3147.32,3147.32
MA,1/11/20,Kief,0,700,700
MA,3/14/21,Buds,0,1308912.45,1308912.45
MA,12/15/18,Concentrate,429.18,24209.06,24638.24
MA,9/29/20,Infused (non-edible),11659.29,0,11659.29
MA,7/12/19,Infused (non-edible),104991.4,0,104991.4
MA,10/1/20,Infused (non-edible),10631.75,0,10631.75
MA,8/23/19,Concentrate (Each),641856.89,0,641856.89
MA,3/11/21,Vape Product,574127.62,0,574127.62
MA,6/12/20,Infused (edible),332423,0,332423
MA,9/27/20,Shake/Trim (by strain),0,6016,6016
MA,8/19/20,Vape Product,425493.12,0,425493.12
MA,4/9/19,Infused (edible),111786.1,0,111786.1
MA,1/5/21,Kief,0,3064.04,3064.04
MA,12/11/20,Raw Pre-Rolls,0,399767.53,399767.53
MA,5/12/19,Shake/Trim (by strain),0,5128.57,5128.57
MA,11/8/20,Concentrate (Each),148910.1,0,148910.1
MA,6/1/21,Concentrate (Each),198497.42,0,198497.42
MA,3/19/20,Infused (edible),295645.58,0,295645.58
MA,8/4/20,Infused (non-edible),9198.46,0,9198.46
MA,2/7/21,Kief,0,2195,2195
MA,3/13/21,Concentrate,0,53090.22,53090.22
MA,1/27/21,Concentrate (Each),155890.05,0,155890.05
MA,1/28/19,Buds,13445.09,275710.7,289155.79
MA,7/15/19,Shake/Trim (by strain),0,3768.97,3768.97
MA,12/28/19,Buds,0,1170789.22,1170789.22
MA,5/2/19,Concentrate,0,2981.78,2981.78
MA,5/25/19,Infused (edible),264348.49,0,264348.49
MA,3/9/21,Concentrate,0,32041.4,32041.4
MA,7/30/20,Concentrate (Each),160552.38,0,160552.38
MA,12/31/20,Infused (edible),546284.66,0,546284.66
MA,2/28/20,Raw Pre-Rolls,0,257448.71,257448.71
MA,1/31/20,Raw Pre-Rolls,0,246586.38,246586.38
MA,12/18/19,Concentrate (Each),156246.13,0,156246.13
MA,12/10/20,Infused (non-edible),10021.37,0,10021.37
MA,12/24/20,Infused (non-edible),17183.52,0,17183.52
MA,10/31/20,Raw Pre-Rolls,0,360616.99,360616.99
MA,1/26/19,Infused (non-edible),32061.05,0,32061.05
MA,12/5/20,Shake/Trim,0,626,626
MA,5/20/21,Concentrate (Bulk),0,264.35,264.35
MA,3/19/21,Concentrate (Each),302478.22,0,302478.22
MA,3/6/21,Shake/Trim,0,613.34,613.34
MA,9/10/19,Buds,0,611956.67,611956.67
MA,12/7/20,Infused Pre-Rolls,0,4879.21,4879.21
MA,11/27/20,Shake/Trim,0,847,847
MA,1/20/20,Concentrate,0,12436.8,12436.8
MA,6/11/19,Buds,0,529581.39,529581.39
MA,5/9/21,Shake/Trim (by strain),0,24085.51,24085.51
MA,10/22/20,Kief,0,4486.46,4486.46
MA,1/8/21,Infused (non-edible),9913.8,0,9913.8
MA,1/18/21,Shake/Trim,0,434.17,434.17
MA,10/22/19,Concentrate (Each),115226.92,0,115226.92
MA,3/22/21,Raw Pre-Rolls,0,355918.39,355918.39
MA,3/19/21,Infused (non-edible),13091.34,0,13091.34
MA,1/4/20,Shake/Trim (by strain),0,11721.2,11721.2
MA,4/19/19,Raw Pre-Rolls,0,15283.42,15283.42
MA,3/21/20,Infused (non-edible),9236.3,0,9236.3
MA,12/13/20,Shake/Trim,0,1254,1254
MA,9/15/20,Buds,0,1223713.45,1223713.45
MA,1/21/19,Shake/Trim (by strain),0,375,375
MA,5/26/20,Infused (edible),367102.12,0,367102.12
MA,4/8/21,Vape Product,644927.24,0,644927.24
MA,12/16/18,Shake/Trim (by strain),0,3340,3340
MA,8/29/20,Infused (edible),543696.05,0,543696.05
MA,5/11/19,Buds,1102.55,662351.73,663454.28
MA,6/3/21,Infused Beverage,37103.71,0,37103.71
MA,8/9/20,Shake/Trim (by strain),0,5963.75,5963.75
MA,12/7/20,Buds,0,937129.71,937129.71
MA,5/16/21,Concentrate (Each),216270.15,0,216270.15
MA,5/31/20,Shake/Trim (by strain),0,4864.99,4864.99
MA,4/10/21,Shake/Trim,0,135.6,135.6
MA,7/8/20,Buds,0,1055974.77,1055974.77
MA,6/15/19,Concentrate (Each),487653.84,240,487893.84
MA,12/8/20,Infused (edible),273914.13,0,273914.13
MA,7/29/20,Concentrate,0,20097.88,20097.88
MA,6/3/20,Buds,0,722034.32,722034.32
MA,4/21/19,Buds,6226.36,288924.63,295150.99
MA,12/2/19,Infused (non-edible),2663.18,0,2663.18
MA,5/28/19,Infused (non-edible),69704.29,0,69704.29
MA,12/24/20,Buds,0,1389054.41,1389054.41
MA,2/26/19,Concentrate,0,2284.51,2284.51
MA,4/25/21,Infused (non-edible),16259.03,0,16259.03
MA,10/30/19,Kief,0,904.14,904.14
MA,1/20/21,Infused (edible),305407.67,0,305407.67
MA,5/9/21,Shake/Trim,0,1967.34,1967.34
MA,9/29/19,Concentrate,0,14941.25,14941.25
MA,6/2/19,Concentrate (Each),351279.07,360,351639.07
MA,7/9/20,Vape Product,381378.82,0,381378.82
MA,1/24/19,Shake/Trim (by strain),0,4002,4002
MA,7/13/19,Infused (non-edible),110983.95,0,110983.95
MA,4/1/21,Kief,0,4248.32,4248.32
MA,1/29/19,Shake/Trim (by strain),9,1206,1215
MA,4/16/21,Vape Product,803209.83,0,803209.83
MA,11/3/20,Vape Product,421329.39,0,421329.39
MA,4/1/21,Raw Pre-Rolls,0,446616.54,446616.54
MA,12/18/20,Infused (non-edible),17383.39,0,17383.39
MA,2/25/20,Infused (non-edible),8267.35,0,8267.35
MA,12/16/19,Concentrate (Each),153990.77,0,153990.77
MA,7/23/19,Infused (non-edible),74091.66,0,74091.66
MA,5/27/21,Shake/Trim (by strain),0,28865.03,28865.03
MA,9/5/19,Buds,0,723777.98,723777.98
MA,10/17/20,Vape Product,665044.97,0,665044.97
MA,4/1/19,Infused (edible),120833.79,0,120833.79
MA,9/30/20,Shake/Trim (by strain),0,6875.4,6875.4
MA,3/16/20,Shake/Trim (by strain),0,14443.7,14443.7
MA,11/6/20,Shake/Trim (by strain),0,8482.7,8482.7
MA,6/22/19,Shake/Trim (by strain),0,4417.25,4417.25
MA,2/28/20,Buds,0,1190831.18,1190831.18
MA,3/13/19,Concentrate,3151.94,4931.24,8083.18
MA,9/16/19,Buds,0,581666.12,581666.12
MA,12/31/20,Vape Product,653881.63,0,653881.63
MA,10/27/19,Buds,0,741245.68,741245.68
MA,12/18/20,Infused Pre-Rolls,0,5536,5536
MA,1/3/19,Buds,8248.19,192593.98,200842.17
MA,8/8/20,Concentrate (Each),202022.43,0,202022.43
MA,7/14/19,Shake/Trim (by strain),0,2783.7,2783.7
MA,6/27/20,Infused (non-edible),13027.03,0,13027.03
MA,7/15/20,Shake/Trim,0,320,320
MA,9/1/20,Vape Product,405162.2,0,405162.2
MA,12/2/19,Infused Pre-Rolls,0,240,240
MA,8/31/20,Infused (non-edible),11588.29,0,11588.29
MA,7/28/20,Kief,0,4054.56,4054.56
MA,1/3/19,Concentrate,5633.77,2826,8459.77
MA,10/4/20,Shake/Trim (by strain),0,8276.1,8276.1
MA,8/21/20,Kief,0,8555.84,8555.84
MA,11/20/20,Concentrate (Each),214197.46,0,214197.46
MA,1/4/21,Concentrate,0,44160.76,44160.76
MA,12/1/19,Infused (edible),192220.14,0,192220.14
MA,4/15/21,Raw Pre-Rolls,0,452475.54,452475.54
MA,12/5/20,Raw Pre-Rolls,0,305820.49,305820.49
MA,1/14/20,Shake/Trim (by strain),0,11766.65,11766.65
MA,10/7/20,Buds,0,1135728.9,1135728.9
MA,8/8/20,Shake/Trim,0,3406.8,3406.8
MA,8/29/20,Buds,0,1573089.86,1573089.86
MA,9/20/20,Vape Product,457305.11,0,457305.11
MA,2/11/19,Concentrate,8145.04,1518,9663.04
MA,7/6/19,Infused (edible),268816.2,0,268816.2
MA,2/4/19,Concentrate (Each),172988.03,0,172988.03
MA,2/27/19,Buds,15909.77,291064.71,306974.48
MA,7/18/20,Raw Pre-Rolls,0,262967.58,262967.58
MA,3/16/19,Concentrate (Each),314490.97,0,314490.97
MA,11/25/18,Infused (edible),65445.74,0,65445.74
MA,2/22/21,Kief,0,2097,2097
MA,1/21/20,Kief,0,650,650
MA,8/8/19,Kief,0,832.51,832.51
MA,5/29/19,Concentrate (Each),340428.07,60,340488.07
MA,5/24/21,Raw Pre-Rolls,0,373551.46,373551.46
MA,3/6/20,Vape Product,428751.98,0,428751.98
MA,6/10/20,Vape Product,289850.39,0,289850.39
MA,10/3/19,Infused (non-edible),8324.18,0,8324.18
MA,4/13/21,Shake/Trim,0,64,64
MA,11/7/20,Concentrate (Each),202427.01,0,202427.01
MA,5/19/21,Infused Pre-Rolls,0,13820.14,13820.14
MA,5/19/21,Concentrate,0,10061.43,10061.43
MA,10/1/20,Shake/Trim (by strain),0,7205.81,7205.81
MA,12/3/20,Buds,0,1159221.27,1159221.27
MA,11/3/19,Kief,0,886.3,886.3
MA,3/17/20,Kief,0,875,875
MA,11/6/20,Kief,0,6123.94,6123.94
MA,7/23/19,Raw Pre-Rolls,0,52926.04,52926.04
MA,7/3/20,Kief,0,5343.5,5343.5
MA,12/24/19,Concentrate,0,17115.16,17115.16
MA,10/13/19,Concentrate,0,17244.5,17244.5
MA,1/28/21,Infused Pre-Rolls,0,11036.63,11036.63
MA,3/15/20,Raw Pre-Rolls,0,183508.79,183508.79
MA,10/15/19,Concentrate (Each),112484.87,0,112484.87
MA,5/5/21,Shake/Trim (by strain),0,27552.02,27552.02
MA,11/9/20,Buds,0,933600.1,933600.1
MA,3/9/20,Infused (non-edible),8362.54,0,8362.54
MA,1/12/19,Kief,0,504,504
MA,7/29/20,Vape Product,410983.37,0,410983.37
MA,2/7/21,Shake/Trim (by strain),0,5329,5329
MA,2/4/20,Vape Product,214042.12,0,214042.12
MA,4/7/19,Shake/Trim,0,554.89,554.89
MA,6/12/20,Kief,0,6183.4,6183.4
MA,10/29/20,Buds,0,1161075.44,1161075.44
MA,2/4/21,Concentrate (Each),184146.65,0,184146.65
MA,11/14/19,Raw Pre-Rolls,0,102695.41,102695.41
MA,11/29/19,Infused (non-edible),22250.92,0,22250.92
MA,8/8/20,Buds,0,1427273.16,1427273.16
MA,3/17/21,Concentrate,0,45241.94,45241.94
MA,5/21/21,Raw Pre-Rolls,0,555176.45,555176.45
MA,2/28/19,Concentrate (Each),184005.95,0,184005.95
MA,9/11/20,Shake/Trim,0,2.02,2.02
MA,10/21/20,Concentrate (Each),150647.67,0,150647.67
MA,9/24/19,Concentrate (Each),377410.08,0,377410.08
MA,10/3/20,Buds,0,1597602.36,1597602.36
MA,2/28/21,Vape Product,549731.32,0,549731.32
MA,12/20/20,Buds,0,1123769.8,1123769.8
MA,1/9/20,Infused (edible),255083.49,0,255083.49
MA,2/9/19,Concentrate (Each),326294.14,0,326294.14
MA,7/20/19,Infused (edible),249844.03,0,249844.03
MA,1/17/19,Concentrate (Each),168487.29,0,168487.29
MA,1/12/20,Buds,0,769361.13,769361.13
MA,6/14/20,Buds,0,778707.48,778707.48
MA,8/8/19,Infused Pre-Rolls,0,975.6,975.6
MA,8/29/19,Buds,0,743295,743295
MA,12/23/19,Buds,0,1174431.8,1174431.8
MA,10/18/20,Shake/Trim,0,750,750
MA,4/4/21,Shake/Trim,0,283.34,283.34
MA,9/28/19,Shake/Trim,0,2768.25,2768.25
MA,3/9/21,Raw Pre-Rolls,0,334689,334689
MA,5/13/21,Shake/Trim (by strain),0,27321.71,27321.71
MA,8/18/19,Infused (edible),215198.29,0,215198.29
MA,6/18/19,Concentrate (Each),366413.37,240,366653.37
MA,1/13/21,Vape Product,479733.16,0,479733.16
MA,11/30/19,Raw Pre-Rolls,0,202036.07,202036.07
MA,1/30/21,Buds,0,1677062.16,1677062.16
MA,2/6/20,Raw Pre-Rolls,0,163373.23,163373.23
MA,2/21/20,Concentrate (Each),230708.43,0,230708.43
MA,12/1/20,Buds,0,1027729.09,1027729.09
MA,10/26/20,Vape Product,400996.67,0,400996.67
MA,2/26/21,Raw Pre-Rolls,0,466124.38,466124.38
MA,12/24/19,Shake/Trim (by strain),0,13680.34,13680.34
MA,7/19/19,Suppository,32,0,32
MA,5/24/21,Infused Pre-Rolls,0,13879.64,13879.64
MA,9/30/19,Concentrate (Each),100669.32,0,100669.32
MA,3/27/21,Kief,0,4393.31,4393.31
MA,9/29/20,Buds,0,1120097.5,1120097.5
MA,7/7/19,Suppository,16,0,16
MA,12/4/19,Buds,0,803716.34,803716.34
MA,8/30/20,Concentrate (Each),172413.49,0,172413.49
MA,11/16/20,Vape Product,376025.19,0,376025.19
MA,4/13/21,Infused Pre-Rolls,0,11880.82,11880.82
MA,1/31/20,Buds,0,1112312.92,1112312.92
MA,9/20/20,Concentrate,0,30521.98,30521.98
MA,10/16/19,Raw Pre-Rolls,0,100360.57,100360.57
MA,3/19/20,Vape Product,306124.92,0,306124.92
MA,7/15/19,Raw Pre-Rolls,0,34499.15,34499.15
MA,8/17/19,Buds,0,861052.38,861052.38
MA,3/6/21,Infused Beverage,29205.56,0,29205.56
MA,7/21/20,Concentrate,0,25907.55,25907.55
MA,4/28/19,Shake/Trim (by strain),0,1218.24,1218.24
MA,6/17/20,Shake/Trim (by strain),0,5706.06,5706.06
MA,10/26/20,Shake/Trim (by strain),0,10731.7,10731.7
MA,4/26/21,Infused (non-edible),12593.3,0,12593.3
MA,5/27/19,Infused (edible),124728.66,0,124728.66
MA,8/18/19,Suppository,16,0,16
MA,4/20/21,Raw Pre-Rolls,0,637577.89,637577.89
MA,5/7/19,Infused (edible),125780.07,0,125780.07
MA,3/21/19,Raw Pre-Rolls,0,3462,3462
MA,12/9/20,Shake/Trim,0,303,303
MA,5/28/20,Infused Pre-Rolls,0,6775,6775
MA,10/16/20,Vape Product,629971.67,0,629971.67
MA,12/27/20,Infused (edible),392088.03,0,392088.03
MA,2/8/19,Shake/Trim (by strain),0,5826,5826
MA,4/4/21,Vape Product,376423.4,0,376423.4
MA,6/4/20,Infused (non-edible),9092.89,0,9092.89
MA,10/1/20,Concentrate (Each),161813.88,0,161813.88
MA,4/2/21,Infused Beverage,34598.64,0,34598.64
MA,6/17/20,Shake/Trim,0,50,50
MA,12/23/19,Raw Pre-Rolls,0,219103.43,219103.43
MA,10/28/19,Concentrate,0,16482.01,16482.01
MA,1/11/21,Infused Pre-Rolls,0,9120,9120
MA,5/6/21,Raw Pre-Rolls,0,423329.95,423329.95
MA,5/29/19,Concentrate,0,2935.62,2935.62
MA,10/9/20,Infused Pre-Rolls,0,9642.85,9642.85
MA,12/22/18,Concentrate (Each),202334.8,0,202334.8
MA,7/7/20,Vape Product,379290.01,0,379290.01
MA,8/10/20,Kief,0,3218.62,3218.62
MA,12/6/20,Concentrate (Each),153279.34,0,153279.34
MA,2/12/21,Shake/Trim,0,702.51,702.51
MA,6/17/19,Concentrate,0,5595,5595
MA,2/23/21,Concentrate,0,38547.38,38547.38
MA,12/21/18,Concentrate,11030.93,3112.08,14143.01
MA,4/11/21,Infused (non-edible),13857.4,0,13857.4
MA,10/3/19,Shake/Trim (by strain),0,9113.75,9113.75
MA,3/7/19,Concentrate (Each),210073.12,0,210073.12
MA,10/12/20,Infused (non-edible),11081.3,0,11081.3
MA,2/12/19,Shake/Trim (by strain),0,7241.4,7241.4
MA,12/16/20,Suppository,60,0,60
MA,9/3/19,Shake/Trim,0,425,425
MA,11/5/18,Infused (edible),120,0,120
MA,3/2/20,Raw Pre-Rolls,0,154491.64,154491.64
MA,10/5/20,Raw Pre-Rolls,0,231847.7,231847.7
MA,1/17/19,Infused (edible),62807.04,0,62807.04
MA,4/16/21,Concentrate,0,18455.22,18455.22
MA,12/12/20,Buds,0,1469046.77,1469046.77
MA,5/29/20,Concentrate,0,20617.12,20617.12
MA,1/13/20,Vape Product,150689.53,0,150689.53
MA,2/17/20,Concentrate,0,10493,10493
MA,9/1/20,Shake/Trim,0,20,20
MA,6/10/19,Raw Pre-Rolls,0,14239.6,14239.6
MA,5/20/21,Shake/Trim (by strain),0,33318.69,33318.69
MA,12/25/20,Infused (edible),1368.4,0,1368.4
MA,8/28/20,Infused Pre-Rolls,0,11321.19,11321.19
MA,10/15/20,Shake/Trim (by strain),0,8735.23,8735.23
MA,3/28/21,Shake/Trim (by strain),0,30308.97,30308.97
MA,7/29/20,Shake/Trim,0,686,686
MA,6/5/19,Shake/Trim (by strain),0,4430.38,4430.38
MA,4/4/21,Shake/Trim (by strain),0,18766.61,18766.61
MA,12/24/18,Concentrate,411.32,0,411.32
MA,3/9/21,Buds,0,1206377.37,1206377.37
MA,1/1/20,Infused (non-edible),9463.35,0,9463.35
MA,11/21/19,Concentrate,0,20276,20276
MA,2/8/20,Infused (edible),470465.9,0,470465.9
MA,9/22/20,Vape Product,396817,0,396817
MA,12/4/20,Concentrate (Each),197062.41,0,197062.41
MA,4/27/19,Concentrate,0,5299.99,5299.99
MA,10/6/19,Shake/Trim (by strain),0,5112.85,5112.85
MA,2/5/21,Shake/Trim (by strain),0,17505.55,17505.55
MA,8/13/19,Buds,0,624197.8,624197.8
MA,12/31/18,Infused (non-edible),5740.86,0,5740.86
MA,7/3/20,Shake/Trim,0,160,160
MA,11/27/18,Infused (edible),56720.28,0,56720.28
MA,5/23/19,Shake/Trim,0,884.18,884.18
MA,7/25/20,Concentrate,0,33138.66,33138.66
MA,10/27/19,Infused (edible),264048.41,0,264048.41
MA,1/30/21,Infused (edible),689336.94,0,689336.94
MA,8/21/19,Buds,0,679336.79,679336.79
MA,5/24/21,Buds,0,1298276.68,1298276.68
MA,1/27/21,Vape Product,426317.71,0,426317.71
MA,4/1/19,Infused Pre-Rolls,0,162,162
MA,1/7/19,Shake/Trim (by strain),0,7573.44,7573.44
MA,1/5/19,Buds,22417.74,225492.9,247910.64
